source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link
2k,44055000,35.2,2,29,33,"Москва, ул. Причальный проезд, 10к1 (6 км до центра)",55.759785,37.516727,Шелепиха,15,10.0,,монолитно-кирпичный,,3.15,не угловая,пассажирский и грузовой,10к1,Двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/12393017/
2k,13999000,44.1,2,6,9,"Москва, ул. Бирюлёвская, 13к1 (14 км до центра)",55.596773,37.664393,Покровское,30,9.0,косметический ремонт,панельные,1972,2.64,не угловая,пассажирский,13к1,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12395399/
2k,37000000,67.3,2,16,35,"Москва, ул. Фестивальная, 15к4",55.859893,37.473689,Речной вокзал,15,20.0,,монолитно-каркасные,2023,3.1,не угловая,пассажирский,15к4,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/12224562/
2k,54900000,72.0,2,7,31,"Москва, ул. Василия Ланового, 5",55.694216,37.477552,Аминьевская,15,24.0,,"кирпичные, монолитно-каркасные",2024,,не угловая,,5,Детская площадка,,нет,https://msk.etagi.com/realty/12291107/
2k,12800000,54.6,2,5,14,"Москва, ул. Маршала Савицкого, 4к2",55.50445,37.576735,Щербинка,15,8.0,косметический ремонт,панельные,2009,2.64,не угловая,"пассажирский, грузовой",4к2,Двор,,нет,https://msk.etagi.com/realty/12291251/
2k,19750000,36.0,2,1,6,"Москва, ул. Новорязанская, 31/7с5",55.771494,37.670842,Бауманская,15,10.0,,кирпичные,1932,2.5,не угловая,,31/7с5,Двор,парковка во дворе,есть,https://msk.etagi.com/realty/12297237/
2k,28500000,53.0,2,13,23,"Москва, ул. Мичуринский проспект, 34 (16 км до центра)",55.69834,37.498025,Матвеевская,15,6.0,,монолитные,2008,3.0,не угловая,"пассажирский, грузовой",34,Двор,"наземный паркинг, подземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12297907/
2k,14500000,32.1,2,14,18,"Москва, ул. Берёзовая аллея, 19к1",55.849069,37.62422,Ботанический сад,15,6.0,косметический ремонт,монолитные,,,не угловая,"пассажирский, грузовой",19к1,Двор,"подземный паркинг, парковка во дворе",нет,https://msk.etagi.com/realty/12257244/
2k,20900000,42.0,2,7,9,"Москва, ул. Стрельбищенский переулок, 5 (11 км до центра)",55.758119,37.538548,Тестовская,15,5.0,косметический ремонт,кирпичные,1970,,не угловая,пассажирский,5,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12257531/
2k,24000000,47.0,2,7,33,"Москва, ул. Амурская, 2ак2 (10 км до центра)",55.805832,37.754745,Локомотив,15,10.0,косметический ремонт,монолитные,,2.64,не угловая,,2ак2,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/12258650/
2k,19206000,52.4,2,10,17,"Москва, ул. Орехово-Зуевский проезд, 14",55.730887,37.751987,Чухлинка,15,8.9,евроремонт,монолитные,2004,2.64,не угловая,"пассажирский, грузовой",14,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12262461/
2k,17000000,58.5,2,9,17,"Москва, ул. Венёвская, 19 (21 км до центра)",55.543903,37.54983,Бульвар Адмирала Ушакова,15,10.1,косметический ремонт,панельные,1994,2.64,не угловая,"пассажирский, грузовой",19,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12218357/
2k,18000000,42.8,2,10,25,"Москва, ул. Верхние Поля, 14к1 (15 км до центра)",55.661689,37.747406,Марьино,15,10.0,евроремонт,панельные,2001,2.64,не угловая,"пассажирский, грузовой",14к1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12219262/
2k,16400000,43.7,2,9,9,"Москва, ул. Юных Ленинцев, 91",55.699147,37.77564,Кузьминки,15,5.2,косметический ремонт,блоки железобетонные,1961,,не угловая,,91,Детская площадка,,нет,https://msk.etagi.com/realty/12220659/
2k,16500000,42.5,2,2,9,"Москва, ул. Нагатинская набережная, 16 (7 км до центра)",55.681529,37.652625,Коломенская,15,5.0,косметический ремонт,панельные,,,не угловая,пассажирский,16,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12221367/
2k,17600000,54.1,2,8,17,"Москва, ул. Боровское шоссе, 39",55.640431,37.358166,Боровское шоссе,15,10.0,косметический ремонт,панельные,1988,2.64,не угловая,"пассажирский, грузовой",39,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12221758/
2k,39500000,61.0,2,8,25,"Москва, ул. Академика Челомея, 1а (11 км до центра)",55.663172,37.537515,Воронцовская,15,22.0,без отделки,монолитно-кирпичный,,,не угловая,грузовой,1а,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12229766/
2k,26400000,63.7,2,11,15,"Москва, ул. Погонный проезд, 3ак7",55.820132,37.702769,Белокаменная,15,10.0,евроремонт,кирпичные,1996,2.64,не угловая,"пассажирский, грузовой",3ак7,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12230634/
2k,16300000,38.0,2,1,9,"Москва, ул. Ленинский проспект, 95к3",55.672544,37.527525,Новаторская,15,7.0,евроремонт,блочные,1964,2.5,не угловая,пассажирский,95к3,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12231917/
2k,23000000,68.2,2,16,25,"Москва, ул. Боровское шоссе, 2к5 (25 км до центра)",55.661831,37.420024,Мещерская,15,10.0,евроремонт,панельные,2018,2.64,не угловая,,2к5,Двор,"парковка во дворе, наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12231971/
2k,25100000,49.5,2,11,16,"Москва, ул. Велозаводская, 2к3 (5 км до центра)",55.714353,37.663997,Дубровка,15,8.0,,кирпичные,2010,2.64,не угловая,"пассажирский, грузовой",2к3,Двор,"наземный паркинг, парковка во дворе, подземный паркинг",есть,https://msk.etagi.com/realty/12181114/
2k,27200000,48.0,2,2,5,"Москва, ул. Кедрова, 13к1",55.683869,37.572486,Вавиловская,30,7.8,евроремонт,блочные+кирпич,1957,,,,,,,,https://msk.etagi.com/realty/12183235/
2k,20331000,57.2,2,3,5,"Москва, ул. Большая Очаковская, 16",55.684006,37.457771,Очаково,15,9.0,косметический ремонт,кирпичные,,,не угловая,,16,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12183933/
2k,44000000,70.0,2,10,19,"Москва, ул. Никитинская, 10",55.799594,37.776973,Измайловская,15,5.0,,монолитные,,3.0,не угловая,"пассажирский, грузовой",10,Двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12184524/
2k,79000000,50.3,2,3,6,"Москва, ул. Мансуровский переулок, 10с1а",55.740198,37.59427,Парк культуры,15,7.5,,кирпич красный,1948,4.2,не угловая,пассажирский,10с1а,Двор,парковка во дворе,нет,https://msk.etagi.com/realty/12190703/
2k,39000000,57.5,2,1,7,"Москва, ул. Новослободская, 73/68с2 (6 км до центра)",55.790322,37.58915,Савёловская,15,13.0,,кирпичные,,,не угловая,пассажирский,73/68с2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12193357/
