source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link
1k,14100000,37.7,1,7,17,,55.598446,37.362271,Филатов Луг,45,9.0,косметический ремонт,монолитные,,,не угловая,,7,Детская площадка,,нет,https://msk.etagi.com/realty/12316362/
1k,12000000,31.0,1,3,5,,55.785771,37.359397,,,8.0,современный ремонт,кирпич полнотельный,,,не угловая,,7,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/10118632/
1k,10000000,33.8,1,5,5,,55.611012,37.302048,Аэропорт Внуково,15,8.0,косметический ремонт,кирпичные,1960,2.8,не угловая,,6/18,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/10431537/
1k,10500000,30.9,1,11,17,,55.573052,37.48764,Коммунарка,15,11.7,современный ремонт,монолитные,,,не угловая,,3,Парковка,наземный паркинг,нет,https://msk.etagi.com/realty/10593770/
1k,9900000,31.9,1,2,13,,55.533211,37.374021,,,6.9,без отделки,монолитно-кирпичный,,2.95,не угловая,"грузовой, пассажирский, пассажирский и грузовой",,Двор,"подземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12608524/
1k,16500000,39.0,1,18,25,,55.618883,37.414409,Саларьево,15,19.0,евроремонт,панели металлические,,2.8,не угловая,,10к1,Детская площадка,,нет,https://msk.etagi.com/realty/12613149/
1k,19800000,38.0,1,10,22,,55.631793,37.412047,Саларьево,15,10.0,косметический ремонт,монолитные,2021,2.95,не угловая,"пассажирский, пассажирский и грузовой, грузовой",30к1,Двор,"наземный паркинг, подземный паркинг",есть,https://msk.etagi.com/realty/12617366/
1k,21600000,46.0,1,5,6,,55.653929,37.423159,,,15.0,евроремонт,монолитные,2018,2.5,не угловая,,1к2,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12621397/
1k,13000000,33.4,1,4,15,,55.55114,37.508185,Потапово,15,10.0,без отделки,монолитные железо-керамзитно бетонные,,,,,,,,,https://msk.etagi.com/realty/9944859/
1k,10500000,40.3,1,15,17,"К продаже представлена светлая, теплая, уютная однокомнатная квартира. Прописка Москва. Общая площадь — 40 м², жилая — 20,5 м², кухня — 10,5 м², 15-й этаж 17-этажного монолитно-кирпичного дом.Дом находится в очень удобной локации, в пешей доступности вся развитая инфраструктура района: школа и детсад, поликлиника, детские площадки, автомобильные стоянки, сетевые магазины, ТРЦ, Сбербанк, бассейн и пр. Удобная транспортная доступность: до ст.МЦД Щербинка - 15 минут ходьбы, в 2-х минутах ходьбы остановка общественного транспорта до ст.метро Бульвар Дм.Донского, Аннино, прямой выезд на Варшавское шоссе.Оперативный показ! Помощь в одобрении ипотеки!",55.501814,37.567752,Щербинка,15,10.5,евроремонт,кирпичные,2013,,,,,,,,https://msk.etagi.com/realty/9967602/
1k,14500000,28.9,1,3,12,,55.555621,37.497629,,,10.1,евроремонт,монолитные,,,не угловая,,37.1.1,Детская площадка,,нет,https://msk.etagi.com/realty/12414801/
1k,12200000,44.4,1,2,14,,55.620265,37.267014,,,9.6,косметический ремонт,монолитные,2017,,,,,,,,https://msk.etagi.com/realty/12428412/
1k,11750000,31.3,1,2,15,,55.498133,37.518012,,,10.6,косметический ремонт,монолитно-кирпичный,2023,2.97,не угловая,"грузовой, пассажирский",1к1,Детская площадка,,нет,https://msk.etagi.com/realty/12433388/
1k,11000000,33.0,1,8,12,,55.541937,37.456864,,,,чистовая отделка,монолитные,,,не угловая,,36к1,Двор,,нет,https://msk.etagi.com/realty/12450314/
1k,16290000,35.1,1,11,15,,55.554506,37.505517,Потапово,15,16.8,,монолитные,,3.0,не угловая,,18к1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12450853/
1k,14650000,42.0,1,5,9,,55.589066,37.447404,,,10.0,евроремонт,монолитно-каркасные,,,,,,,,,https://msk.etagi.com/realty/11890463/
1k,12350000,51.3,1,10,17,,55.606405,37.471821,,,11.5,косметический ремонт,панели железобетонные,,2.7,не угловая,,1к1,Парковка,наземный паркинг,нет,https://msk.etagi.com/realty/11906358/
1k,16000000,31.9,1,,,,55.606441,37.413879,,,9.4,,,,,не угловая,,56.1,Детская площадка,,нет,https://msk.etagi.com/realty/11916005/
1k,9650000,30.9,1,5,16,,55.541214,37.45955,Коммунарка,30,9.8,без отделки,монолитно-кирпичный,,,не угловая,,30к2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/11932657/
1k,15200000,36.0,1,7,16,,55.590343,37.444018,Прокшино,15,13.0,,монолитные,,,не угловая,"грузовой, пассажирский",5,Двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11934482/
1k,17990000,35.1,1,14,16,,55.589234,37.444198,,,13.0,,монолитно-кирпичный,2022,3.0,не угловая,"пассажирский, грузовой",1к3,Двор,подземный паркинг,есть,https://msk.etagi.com/realty/11972743/
1k,13500000,38.0,1,10,20,,55.625669,37.340029,Рассказовка,15,11.4,требует ремонта / частичный ремонт,монолитные,,,,,,,,,https://msk.etagi.com/realty/12083035/
1k,14700000,41.1,1,8,17,,55.645324,37.330264,Рассказовка,30,18.2,чистовая отделка,кирпичные,,3.0,не угловая,"грузовой, пассажирский",к1,Детская площадка,,есть,https://msk.etagi.com/realty/12083593/
1k,13700000,34.7,1,14,18,,55.605226,37.472989,,,10.0,чистовая отделка,монолитно-кирпичный,2026,,,,,,,,https://msk.etagi.com/realty/10058871/
1k,13800000,35.5,1,13,24,,55.612634,37.414149,,,10.0,ремонт от строителей,панельные,,,не угловая,,6к1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/10162546/
1k,,,,,,,,,,,,,,,,,,,,,,https://msk.etagi.com/realty/10221774/
1k,13000000,33.4,1,13,22,,55.624551,37.343218,Рассказовка,15,10.0,без отделки,"кирпичные, монолитно-каркасные",,3.0,не угловая,,11,Двор,"подземный паркинг, парковка во дворе, наземный паркинг",нет,https://msk.etagi.com/realty/10472081/
1k,11880000,32.2,1,5,18,,55.605226,37.472989,,,11.5,предчистовая отделка,монолитно-кирпичный,2026,3.0,не угловая,,1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/10655071/
1k,3450000,38.0,1,19,19,,55.626055,37.311283,,,9.0,евроремонт,кирпичные,,,не угловая,,7,Двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/10667032/
1k,18500000,53.0,1,2,15,,55.655869,37.427381,Говорово,15,17.7,косметический ремонт,монолитно-кирпичный,,,не угловая,"пассажирский, грузовой",16к1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/10702250/
1k,12350000,32.7,1,2,17,,55.590847,37.48279,Коммунарка,30,14.9,предчистовая отделка,монолитно-кирпичный,,,,,,,,,https://msk.etagi.com/realty/10733790/
2k,26500000,46.7,2,14,17,"Москва, ул. Ходынский бульвар, 20а (7 км до центра)",55.790782,37.523213,ЦСКА,15,10.0,,монолитные,2017,2.64,не угловая,"пассажирский, грузовой",20а,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12636192/
2k,15000000,48.7,2,4,12,"Москва, ул. Бирюлёвская, 58к3",55.580635,37.668076,,,9.0,требует ремонта / частичный ремонт,панельные,,2.5,не угловая,"пассажирский, грузовой",58к3,Двор,,нет,https://msk.etagi.com/realty/12637760/
2k,14800000,45.3,2,2,9,"Москва, ул. Введенского, 10к2",55.645161,37.539904,Беляево,15,6.1,без отделки,панельные,1969,2.64,не угловая,"пассажирский, грузовой",10к2,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12637886/
2k,18250000,37.1,2,2,9,"Москва, ул. Новаторов, 30к1",55.664319,37.525863,Новаторская,15,7.5,,блочные,1962,2.5,не угловая,пассажирский,30к1,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12643401/
2k,15000000,37.2,2,1,9,"Москва, ул. Новочерёмушкинская, 55к1",55.671179,37.569189,Профсоюзная,15,7.6,косметический ремонт,блоки железобетонные,,,не угловая,,55к1,Двор,,нет,https://msk.etagi.com/realty/12643475/
2k,32000000,53.0,2,12,12,"Москва, ул. Большая Дорогомиловская, 8",55.746218,37.56538,Смоленская,15,8.0,косметический ремонт,кирпичные,1979,2.64,не угловая,пассажирский,8,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12608314/
2k,13250000,44.9,2,9,9,"Москва, ул. Вешняковская, 8к1",55.73624,37.8267,Новогиреево,15,7.0,косметический ремонт,панельные,1972,2.64,не угловая,"пассажирский, грузовой",8к1,Двор,,нет,https://msk.etagi.com/realty/12608407/
2k,20000000,52.0,2,,,"Москва, ул. Алтуфьевское шоссе, 1",55.872657,37.581505,Дегунино,15,22.0,евроремонт,,,,не угловая,,1,Детская площадка,,нет,https://msk.etagi.com/realty/12608568/
2k,18810000,55.0,2,2,7,"Москва, ул. Дмитровское шоссе, 5к1",55.812094,37.576825,Дмитровская,15,10.0,требует ремонта / частичный ремонт,панельные,1941,2.64,не угловая,пассажирский,5к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12608641/
2k,35100000,69.4,2,17,22,"Москва, ул. Крузенштерна, 2 (4 км до центра)",55.749919,37.687366,,,18.9,без отделки,монолитно-кирпичный,2024,3.1,не угловая,,2,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/12608927/
2k,4750000,56.0,2,11,24,"Москва, ул. Новаторов, 4к5",55.666051,37.517752,Новаторская,15,9.0,косметический ремонт,монолитные,2013,2.7,не угловая,пассажирский,4к5,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12612952/
2k,24500000,59.7,2,12,12,"Москва, ул. Жигулёвская, 12а",55.710372,37.758707,Кузьминки,15,9.0,евроремонт,монолитные,2025,,не угловая,,12а,Детская площадка,,нет,https://msk.etagi.com/realty/12590681/
2k,18000000,43.8,2,5,9,"Москва, ул. Симоновский Вал, 13к2",55.723121,37.664527,Дубровка,15,5.2,косметический ремонт,монолитно-кирпичный,1966,2.64,не угловая,грузовой,13к2,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12591456/
2k,22500000,48.7,2,3,17,"Москва, ул. Цимлянская, 3к1 (14 км до центра)",55.670849,37.775442,Люблино,15,9.0,косметический ремонт,кирпичные,,,не угловая,пассажирский,3к1,Двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/12591599/
2k,13200000,44.5,2,7,9,"Москва, ул. Анадырский проезд, 47к3 (14 км до центра)",55.875572,37.698088,Бабушкинская,30,5.95,черновая отделка,панельные,1969,2.64,не угловая,пассажирский,47к3,Двор,,есть,https://msk.etagi.com/realty/12591690/
2k,30000000,58.0,2,4,10,"Москва, ул. Ленинградский проспект, 33к4 (5 км до центра)",55.787285,37.559936,Петровский парк,15,9.0,косметический ремонт,кирпич красный,,,не угловая,,33к4,Детская площадка,,нет,https://msk.etagi.com/realty/12591927/
2k,28000000,42.0,2,5,5,"Москва, ул. Озёрная, 34к1",55.674148,37.449947,Очаково,15,5.0,косметический ремонт,кирпичные,1964,2.64,не угловая,,34к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12592754/
2k,21150000,41.0,2,3,5,"Москва, ул. Алябьева, 2",55.742068,37.487874,Багратионовская,15,6.0,,кирпичные,1962,2.64,не угловая,,2,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12621702/
2k,35000000,54.3,2,15,48,"Москва, ул. Вильгельма Пика, 1к2 (9 км до центра)",55.835053,37.639123,Ботанический сад,15,8.5,требует ремонта / частичный ремонт,монолитные,,3.15,не угловая,,1к2,Детская площадка,,нет,https://msk.etagi.com/realty/12198807/
2k,40000000,64.0,2,18,23,"Москва, ул. Сельскохозяйственная, 38к1",55.847311,37.628999,Ботанический сад,15,13.0,,монолитно-кирпичный,2020,2.64,угловая,"пассажирский, грузовой",38к1,Двор,подземный паркинг,есть,https://msk.etagi.com/realty/12567595/
2k,14400000,43.5,2,3,5,"Москва, ул. 1-я Владимирская, 12к2",55.757521,37.773161,Перово,15,6.0,евроремонт,блоки железобетонные,1958,,не угловая,,12к2,Детская площадка,,нет,https://msk.etagi.com/realty/12568369/
2k,17600000,43.2,2,5,5,"Москва, ул. Нагорный бульвар, 5к2",55.674352,37.594189,Нагорная,15,5.0,,,1965,2.5,не угловая,,5к2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12577125/
2k,18000000,55.5,2,18,22,"Москва, ул. Миклухо-Маклая, 43",55.644105,37.523779,Коньково,15,,косметический ремонт,панельные,2006,2.66,не угловая,"пассажирский, грузовой",43,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12577468/
2k,23999999,60.0,2,25,26,"Москва, ул. Варшавское шоссе, 170ек4",55.581475,37.582484,Аннино,15,16.0,евроремонт,монолитные,2023,2.7,не угловая,пассажирский,170ек4,Двор,"парковка во дворе, наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12577978/
2k,18700000,43.9,2,5,23,"Москва, ул. Римского-Корсакова, 11 (13 км до центра)",55.874748,37.602813,Бибирево,15,7.6,евроремонт,"кирпичные, монолитно-каркасные",,,не угловая,,11,Двор,,нет,https://msk.etagi.com/realty/12578344/
2k,17900000,59.7,2,15,15,"Москва, ул. Ленинградское шоссе, 228к4 (24 км до центра)",55.932591,37.383678,Молжаниново,15,12.2,евроремонт,панельные,2023,,не угловая,,228к4,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12578884/
2k,28000000,49.9,2,18,22,"Москва, ул. 3-я Хорошёвская, 17а (8 км до центра)",55.784607,37.495348,,,18.0,евроремонт,монолитные,2023,3.1,не угловая,"пассажирский, грузовой",17а,Двор,"подземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12546433/
2k,16300000,58.0,2,1,17,"Москва, ул. Зеленоградская, 17к5 (18 км до центра)",55.871657,37.499722,Грачёвская,15,10.5,косметический ремонт,панельные,1999,2.7,не угловая,"пассажирский, грузовой",17к5,Двор,"наземный паркинг, парковка во дворе, гостевой паркинг",есть,https://msk.etagi.com/realty/12546820/
2k,24300000,57.5,2,7,13,"Москва, ул. Нижегородская, 74",55.732676,37.712399,Калитники,15,11.2,евроремонт,монолитные,2022,2.7,не угловая,"пассажирский, грузовой",74,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12546852/
2k,35500000,62.0,2,13,21,"Москва, ул. Мнёвники, 5 (8 км до центра)",55.772502,37.497486,Хорошёво,15,27.0,,монолитно-кирпичный,2020,3.1,не угловая,,5,Двор,парковка во дворе,нет,https://msk.etagi.com/realty/12547844/
2k,18400000,44.8,2,1,5,"Москва, ул. Волгоградский проспект, 113к1",55.706898,37.760899,Окская,30,5.4,косметический ремонт,панельные,1962,,не угловая,,113к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12552286/
2k,15300000,44.0,2,8,9,"Москва, ул. Туристская, 22к1 (25 км до центра)",55.859635,37.420922,Планерная,15,9.0,косметический ремонт,панельные,1968,2.64,не угловая,"пассажирский, грузовой",22к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12552866/
2k,23000000,53.8,2,10,29,"Москва, ул. Отрадная, 4а",55.857712,37.60614,Отрадное,15,9.0,косметический ремонт,другое,,,не угловая,,4а,Детская площадка,,нет,https://msk.etagi.com/realty/12553120/
2k,48000000,57.0,2,5,5,"Москва, ул. Чистопрудный бульвар, 12к3 (1 км до центра)",55.761234,37.642087,,,6.1,,кирпичные,1937,3.0,не угловая,пассажирский,12к3,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12553155/
2k,15500000,52.4,2,8,12,"Москва, ул. Бирюлёвская, 55к1",55.582981,37.675307,,,8.5,косметический ремонт,панельные,1983,2.64,не угловая,пассажирский,55к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12553231/
2k,55000000,82.0,2,2,6,"Москва, ул. Лялин переулок, 8с2 (2 км до центра)",55.735616,37.616117,Курская,15,9.0,косметический ремонт,монолитно-кирпичный,2022,3.67,не угловая,,8с2,Детская площадка,,нет,https://msk.etagi.com/realty/12525241/
2k,14500000,57.1,2,17,17,"Москва, ул. Маресьева, 12к4",55.71377,37.943858,Некрасовка,30,10.0,косметический ремонт,монолитно-кирпичный,,2.8,не угловая,"пассажирский, грузовой",12к4,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12525675/
2k,15500000,38.6,2,9,12,"Москва, ул. Херсонская, 31 (12 км до центра)",55.652603,37.558319,Зюзино,15,6.5,косметический ремонт,блочные,1965,2.64,не угловая,"пассажирский, грузовой",31,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12526739/
2k,54750000,52.0,2,26,41,"Москва, ул. 1-й Сетуньский проезд, 8 (5 км до центра)",55.732479,37.541117,,,12.0,,монолитные,,,не угловая,,8,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/12526976/
2k,24500000,43.1,2,19,34,"Москва, ул. Архитектора Власова, 71к1 (12 км до центра)",55.659424,37.532008,Воронцовская,15,19.3,черновая отделка,монолитно-кирпичный,2025,3.8,не угловая,,71к1,Двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12527065/
2k,21850000,38.0,2,3,9,"Москва, ул. Алабяна, 19к2",55.798515,37.504061,Октябрьское Поле,15,7.5,,панельные,1963,2.64,не угловая,пассажирский,19к2,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12527399/
2k,28000000,51.2,2,11,17,"Москва, ул. проезд Кадомцева, 23 (8 км до центра)",55.827575,37.667905,Ростокино,15,10.0,евроремонт,монолитные,2012,2.7,не угловая,"пассажирский, грузовой",23,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12527556/
2k,20900000,45.0,2,5,5,"Москва, ул. 11-я Парковая, 37к3",55.800939,37.803065,Первомайская,15,10.0,косметический ремонт,кирпичные,1963,2.64,не угловая,,37к3,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12510347/
2k,44990000,73.4,2,41,54,,55.773732,37.507249,Хорошёво,15,24.0,требует ремонта / частичный ремонт,монолитно-кирпичный,2027,3.0,не угловая,"пассажирский, пассажирский и грузовой",,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/12510427/
2k,29500000,62.5,2,3,17,"Москва, ул. Широкая, 30 (13 км до центра)",55.885953,37.678338,Медведково,15,12.0,,монолитные,2017,3.35,не угловая,,30,Двор,"наземный паркинг, подземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12513559/
2k,17790000,60.0,2,5,17,"Москва, ул. Харьковский проезд, 7к3 (18 км до центра)",55.591793,37.640938,Покровское,15,10.0,косметический ремонт,блочные,1980,2.64,не угловая,"пассажирский, грузовой",7к3,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12514437/
2k,54000000,76.7,2,7,14,"Москва, ул. Гиляровского, 4к1",55.774674,37.630831,Цветной бульвар,15,13.4,евроремонт,монолитно-каркасные,1998,3.0,не угловая,"пассажирский, грузовой",4к1,Двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/12461301/
2k,27600000,55.5,2,10,17,"Москва, ул. Рублёвское шоссе, 93к2 (23 км до центра)",55.739934,37.42607,Молодёжная,15,11.0,,панельные,2011,2.6,не угловая,"пассажирский, грузовой",93к2,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12483570/
2k,36000000,61.0,2,26,28,,55.68329,37.626367,Верхние Котлы,15,12.0,без отделки,монолитные,,,не угловая,,2.1,Детская площадка,,нет,https://msk.etagi.com/realty/12483972/
2k,31000000,62.1,2,3,10,"Москва, ул. набережная Марка Шагала, 15к1 (8 км до центра)",55.687298,37.643562,ЗИЛ,15,18.1,черновая отделка,монолитно-кирпичный,2024,3.12,не угловая,,15к1,Двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12484286/
2k,15000000,56.0,2,8,11,"Москва, ул. Валовая, 8/18",55.730882,37.632143,Серпуховская,15,9.0,требует ремонта / частичный ремонт,кирпичные,1957,2.64,не угловая,"пассажирский, грузовой",8/18,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12484397/
2k,17800000,30.0,2,4,5,"Москва, ул. Кременчугская, 4к3",55.724185,37.45858,Кунцевская,15,6.0,,кирпичные,1959,2.64,не угловая,,4к3,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12484527/
2k,22000000,60.0,2,7,25,"Москва, ул. проезд Черепановых, 10 (11 км до центра)",55.834608,37.515443,Коптево,15,11.0,косметический ремонт,монолитные,,,не угловая,,10,Детская площадка,,нет,https://msk.etagi.com/realty/12486760/
2k,26400000,41.9,2,12,12,"Москва, ул. Большая Почтовая, 18с1 (5 км до центра)",55.776892,37.696391,Электрозаводская,15,10.0,косметический ремонт,панельные,,,не угловая,,18с1,Двор,,нет,https://msk.etagi.com/realty/12463958/
2k,32000000,47.3,2,4,21,,55.749425,37.459406,Мнёвники,30,19.6,черновая отделка,монолитные,,,не угловая,,7,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12464355/
2k,16990000,53.1,2,6,12,"Москва, ул. Изюмская, 28к1",55.55059,37.56485,Улица Скобелевская,15,9.1,чистовая отделка,железобетонные панели,,2.64,не угловая,,28к1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12464385/
2k,15800000,44.5,2,3,12,"Москва, ул. Академика Павлова, 50 (14 км до центра)",55.747054,37.408966,Молодёжная,15,5.7,требует ремонта / частичный ремонт,монолитные,1967,2.64,не угловая,,50,Детская площадка,,нет,https://msk.etagi.com/realty/12464396/
2k,19500000,52.1,2,11,12,"Москва, ул. Нахимовский проспект, 25к1",55.66798,37.589123,Нахимовский проспект,15,9.7,косметический ремонт,панельные,,2.5,не угловая,"грузовой, пассажирский",25к1,Парковка,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12464417/
2k,21000000,42.9,2,7,9,"Москва, ул. проспект Андропова, 30",55.679138,37.662425,Кленовый бульвар,15,9.0,косметический ремонт,кирпичные,1964,,,,,,,,https://msk.etagi.com/realty/12464641/
2k,20900000,51.0,2,2,17,"Москва, ул. Пятницкое шоссе, 25",55.848887,37.366008,Пятницкое шоссе,15,10.5,косметический ремонт,панели железобетонные,,,не угловая,,25,Детская площадка,,нет,https://msk.etagi.com/realty/12464682/
2k,28850000,57.5,2,,,"Москва, ул. Генерала Глаголева, 11к1",55.781595,37.461391,Народное Ополчение,30,10.5,косметический ремонт,,,,не угловая,,11к1,Детская площадка,,нет,https://msk.etagi.com/realty/12464857/
2k,18300000,56.8,2,5,17,"Москва, ул. Вертолётчиков, 4к4 (21 км до центра)",55.704179,37.945799,Некрасовка,15,8.5,евроремонт,панельные,2021,2.7,не угловая,"пассажирский, грузовой",4к4,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12440111/
2k,10000000,47.0,2,7,14,"Москва, ул. Плетешковский переулок, 15",55.769884,37.675541,Красносельская,15,7.0,косметический ремонт,кирпичные,1973,2.64,не угловая,пассажирский,15,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12441037/
2k,19300000,48.4,2,17,25,"Москва, ул. Монтажная (11 км до центра)",55.810454,37.772902,Щёлковская,30,9.0,чистовая отделка,другое,,,не угловая,пассажирский и грузовой,,Двор,подземный паркинг,нет,https://msk.etagi.com/realty/12441172/
2k,17100000,45.3,2,4,5,"Москва, ул. Большая Черкизовская, 3к5",55.798687,37.715318,Семёновская,30,5.3,косметический ремонт,кирпичные,2009,2.64,не угловая,,3к5,Двор,,нет,https://msk.etagi.com/realty/12443561/
2k,23950000,40.1,2,33,42,"Москва, ул. Озёрная, 1к1/2 (12 км до центра)",55.68803,37.472845,Мичуринский проспект,15,4.6,без отделки,монолитные,,,не угловая,"грузовой, пассажирский",1к1/2,Парковка,подземный паркинг,нет,https://msk.etagi.com/realty/12444119/
2k,18200000,51.6,2,6,9,"Москва, ул. Малышева, 21 (9 км до центра)",55.694053,37.74463,Волжская,15,10.0,косметический ремонт,кирпичные,1969,2.64,не угловая,"пассажирский, грузовой",21,Двор,,нет,https://msk.etagi.com/realty/12445671/
2k,18500000,45.0,2,1,5,"Москва, ул. 5-я Парковая, 45к2",55.803732,37.785701,,,6.0,евроремонт,блочные,1959,2.64,не угловая,,45к2,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12446102/
2k,26000000,58.1,2,10,22,"Москва, ул. Филёвский бульвар, 41 (17 км до центра)",55.762789,37.480373,Мнёвники,15,10.0,,панельные,1998,,не угловая,"пассажирский, грузовой",41,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12309742/
2k,24500000,50.8,2,14,16,"Москва, ул. Героев Панфиловцев, 13к1",55.857685,37.428675,Планерная,15,11.0,,панельные,1983,2.64,не угловая,"пассажирский, грузовой",13к1,Двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12409247/
2k,22000000,59.0,2,22,22,"Москва, ул. Кантемировская, 35ак1 (14 км до центра)",55.636778,37.661284,Кантемировская,15,10.0,косметический ремонт,монолитные,,,не угловая,,35ак1,Двор,,нет,https://msk.etagi.com/realty/12410007/
2k,22600000,50.8,2,2,17,"Москва, ул. Мусы Джалиля, 34к1",55.618268,37.742196,,,9.0,евроремонт,панельные,1997,2.64,не угловая,"пассажирский, грузовой",34к1,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12410277/
2k,85000000,80.0,2,5,12,"Москва, ул. Сергея Бондарчука, 4 (12 км до центра)",55.691993,37.482088,Мичуринский проспект,15,25.9,без отделки,блоки железобетонные,,,не угловая,,4,Двор,"наземный паркинг, подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12410473/
2k,13400000,42.0,2,8,9,"Москва, ул. Булатниковская, 5к1",55.579373,37.654089,Красный Строитель,45,6.0,косметический ремонт,панели железобетонные,,,не угловая,,5к1,Детская площадка,,нет,https://msk.etagi.com/realty/12411845/
2k,31400000,54.3,2,17,21,"Москва, ул. Большая Почтовая, 18ак1с (5 км до центра)",55.776851,37.697054,Электрозаводская,15,11.0,черновая отделка,монолитно-кирпичный,2025,3.1,не угловая,,18ак1с,Парковка,подземный паркинг,нет,https://msk.etagi.com/realty/12414380/
2k,58000000,48.8,2,21,46,"Москва, ул. Кутузовский проезд, 16а (7 км до центра)",55.745042,37.520914,Фили,15,5.2,косметический ремонт,монолитно-кирпичный,,3.115,не угловая,,16а,Парковка,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/12289109/
2k,19900000,59.8,2,5,9,"Москва, ул. проезд Серебрякова, 3 (8 км до центра)",55.847609,37.642617,Свиблово,15,9.0,косметический ремонт,кирпичные,1974,2.64,не угловая,"пассажирский, грузовой",3,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12390196/
2k,16900000,54.6,2,4,15,"Москва, ул. Ленинградское шоссе, 228к4 (24 км до центра)",55.932591,37.383678,Молжаниново,15,12.2,косметический ремонт,панельные,2023,,не угловая,,228к4,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12392095/
2k,14500000,61.72,2,14,14,"Москва, ул. Маршала Савицкого, 26к1 (22 км до центра)",55.504185,37.594773,Щербинка,30,11.9,косметический ремонт,панельные,2009,2.64,не угловая,"пассажирский, грузовой",26к1,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12392574/
