source_group,price,area_total,kitchen_area,price_per_m2,rooms,floor,floors_total,address,metro,metro_walk_min,walls,walls_clean,link,address_raw,metro_raw
all,28500000,75.0,10.3,380000.0,3.0,16.0,16.0,"ул. Лобачевского, 100, Москва",Мичуринский проспект,6.0,Панельные,панель,https://msk.etagi.com/realty/12184047/,"3к, 75м², 16/16 этаж, ул. Лобачевского, 100, Москва, квартира",Мичуринский проспект
all,29500000,88.6,8.7,332957.1106094808,3.0,4.0,5.0,"ул. Ремизова, 7, Москва",,,Кирпичные,кирпич,https://msk.etagi.com/realty/12200388/,"3к, 88.6м², 4/5 этаж, ул. Ремизова, 7, Москва, квартира",
all,14900000,32.0,8.0,465625.0,1.0,3.0,9.0,"ул. Перекопская, 22к1, Москва",,,Панельные,панель,https://msk.etagi.com/realty/12200602/,"1к, 32м², 3/9 этаж, ул. Перекопская, 22к1, Москва, квартира",
all,12400000,37.5,7.9,330666.6666666667,1.0,6.0,14.0,"ул. Беловежская, 73, Москва",Немчиновка,26.0,Панельные,панель,https://msk.etagi.com/realty/12200910/,"1к, 37.5м², 6/14 этаж, ул. Беловежская, 73, Москва, квартира",Немчиновка
all,15300000,36.0,9.0,425000.0,1.0,15.0,15.0,"ул. Пролетарский проспект, 43к1, Москва",Кантемировская,9.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12201401/,"1к, 36м², 15/15 этаж, ул. Пролетарский проспект, 43к1, Москва, квартира",Кантемировская
all,13500000,38.3,9.0,352480.4177545692,1.0,4.0,24.0,"ул. Парковая, 33, Москва",Митино,20.0,Монолитный железобетонный каркас,монолит,https://msk.etagi.com/realty/12201513/,"1к, 38.3м², 4/24 этаж, ул. Парковая, 33, Москва, квартира",Митино
all,27300000,71.9,10.7,379694.01947148814,3.0,4.0,17.0,"ул. Крылатская, 31к2, Москва",Крылатское,23.0,Панельные,панель,https://msk.etagi.com/realty/12202168/,"3к, 71.9м², 4/17 этаж, ул. Крылатская, 31к2, Москва, квартира",Крылатское
all,39999000,67.0,10.0,597000.0,2.0,12.0,27.0,"ул. Шелепихинская набережная, 42к2, Москва",Хорошёво,17.0,Монолитные,монолит,https://msk.etagi.com/realty/12193531/,"2к, 67м², 12/27 этаж, ул. Шелепихинская набережная, 42к2, Москва, квартира",Хорошёво
all,19990000,57.2,3.6,349475.52447552443,2.0,3.0,9.0,"ул. шоссе Энтузиастов, 20, Москва",Авиамоторная,6.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12193899/,"2к, 57.2м², 3/9 этаж, ул. шоссе Энтузиастов, 20, Москва, квартира",На карте Авиамоторная
all,22700000,52.3,15.0,434034.4168260039,2.0,7.0,23.0,,,,Панельные,панель,https://msk.etagi.com/realty/12194451/,Посмотреть 7 фото,
all,45000000,70.0,5.0,642857.1428571428,2.0,10.0,19.0,"ул. Никитинская, 10, Москва",Измайловская,20.0,Монолитные,монолит,https://msk.etagi.com/realty/12184524/,"2к, 70м², 10/19 этаж, ул. Никитинская, 10, Москва, квартира",На карте Измайловская
all,29700000,100.1,9.0,296703.2967032967,4.0,1.0,5.0,"ул. 1-я Хуторская, 16/26к6, Москва",,,Кирпичные,кирпич,https://msk.etagi.com/realty/12184526/,"4к, 100.1м², 1/5 этаж, ул. 1-я Хуторская, 16/26к6, Москва, квартира",
all,26500000,44.7,10.0,592841.1633109619,2.0,7.0,24.0,"ул. Тайнинская, 9/5, Москва",Медведково,21.0,Монолитные,монолит,https://msk.etagi.com/realty/12187389/,"2к, 44.7м², 7/24 этаж, ул. Тайнинская, 9/5, Москва, квартира",На карте Медведково
all,16700000,60.4,8.0,276490.06622516556,3.0,6.0,9.0,"ул. Ясеневая, 8к1, Москва",Для,10.0,Панельные,панель,https://msk.etagi.com/realty/12187675/,"3к, 60.4м², 6/9 этаж, ул. Ясеневая, 8к1, Москва, квартира",Для шоппинга и проведения досуга в
all,12900000,48.8,6.5,264344.262295082,3.0,4.0,9.0,"ул. Лавочкина, 6к2, Москва",Коптево,24.0,Железобетонные,железобетон,https://msk.etagi.com/realty/12187819/,"3к, 48.8м², 4/9 этаж, ул. Лавочкина, 6к2, Москва, квартира",Коптево
all,18550000,40.0,10.0,463750.0,1.0,,,"ул. Татьянин Парк, 19к2, Москва",Говорово,11.0,,,https://msk.etagi.com/realty/12178991/,"1к, 40м², 7 этаж, ул. Татьянин Парк, 19к2, Москва, квартира",На карте Говорово
all,13500000,38.6,8.3,349740.93264248705,1.0,7.0,14.0,"ул. Мячковский бульвар, 18, Москва",Марьино,14.0,Панели железобетонные,панель,https://msk.etagi.com/realty/12179070/,"1к, 38.6м², 7/14 этаж, ул. Мячковский бульвар, 18, Москва, квартира",Марьино
all,15500000,41.0,9.0,378048.7804878049,1.0,12.0,17.0,"ул. Дмитровское шоссе, 169к7, Москва",Долгопрудная Новодачная,15.0,,,https://msk.etagi.com/realty/12179472/,"1к, 41м², 12/17 этаж, ул. Дмитровское шоссе, 169к7, Москва, квартира",На карте Долгопрудная Новодачная
all,13990000,18.9,10.0,740211.6402116403,0.0,19.0,20.0,,ЗИЛ,6.0,Панельные,панель,https://msk.etagi.com/realty/12179676/,Посмотреть 6 фото,ЗИЛ
all,10999999,30.0,5.1,366666.63333333336,0.0,,,"30м², 6 этаж, ул. Сколковское шоссе, 40к4, Москва",Немчиновка,29.0,,,https://msk.etagi.com/realty/12180239/,"30м², 6 этаж, ул. Сколковское шоссе, 40к4, Москва, квартира",Немчиновка
all,11600000,35.4,10.0,327683.6158192091,1.0,4.0,14.0,"ул. Чертановская, 43к1, Москва",,,Блочные,блочные,https://msk.etagi.com/realty/12125099/,"1к, 35.4м², 4/14 этаж, ул. Чертановская, 43к1, Москва, квартира",
all,29999000,45.0,6.5,666644.4444444445,2.0,5.0,5.0,"ул. Ленинградский проспект, 54а, Москва",,8.0,"Кирпичные, монолитно-каркасные",монолит,https://msk.etagi.com/realty/12158971/,"2к, 45м², 5/5 этаж, ул. Ленинградский проспект, 54а, Москва, квартира",а На карте Аэропорт
all,19950000,38.0,7.6,525000.0,1.0,2.0,9.0,"ул. Красная Пресня, 8, Москва",Краснопресненская,5.0,Панельные,панель,https://msk.etagi.com/realty/12161993/,"1к, 38м², 2/9 этаж, ул. Красная Пресня, 8, Москва, квартира",Краснопресненская
all,36800000,59.0,12.0,623728.813559322,2.0,17.0,32.0,"ул. Петра Алексеева, 14, Москва",Давыдково,20.0,Монолитные,монолит,https://msk.etagi.com/realty/12162388/,"2к, 59м², 17/32 этаж, ул. Петра Алексеева, 14, Москва, квартира",Давыдково
all,12500000,38.2,8.7,327225.13089005236,1.0,6.0,17.0,"ул. Некрасовская, 7, Москва",,10.0,Панельные,панель,https://msk.etagi.com/realty/12163095/,"1к, 38.2м², 6/17 этаж, ул. Некрасовская, 7, Москва, квартира",до метро Некрасовка на автобусе
all,17450000,32.6,9.0,535276.0736196319,0.0,35.0,50.0,"45.6м², 35/50 этаж, ул. Михневская, 8, Москва",,,Монолитные,монолит,https://msk.etagi.com/realty/12163105/,"45.6м², 35/50 этаж, ул. Михневская, 8, Москва, квартира",
all,16500000,43.3,11.0,381062.35565819865,1.0,14.0,16.0,"ул. Кусковская, 12/1, Москва",Чухлинка Перово,11.0,Панели железобетонные,панель,https://msk.etagi.com/realty/12173266/,"1к, 43.3м², 14/16 этаж, ул. Кусковская, 12/1, Москва, квартира",Чухлинка Перово
all,34400000,80.8,6.5,425742.57425742573,4.0,2.0,6.0,"ул. Новорязанская, 31/7с6, Москва",Бауманская,9.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12175841/,"4к, 80.8м², 2/6 этаж, ул. Новорязанская, 31/7с6, Москва, квартира",На карте Бауманская
all,20500000,81.1,10.0,252774.3526510481,3.0,8.0,17.0,"ул. Краснодарская, 72к3, Москва",Люблино,21.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12176231/,"3к, 81.1м², 8/17 этаж, ул. Краснодарская, 72к3, Москва, квартира",Люблино
all,35000000,69.0,10.0,507246.3768115942,3.0,2.0,14.0,"ул. проезд Серебрякова, 9к1, Москва",Ботанический сад,9.0,Блоки железобетонные,железобетон,https://msk.etagi.com/realty/12176357/,"3к, 69м², 2/14 этаж, ул. проезд Серебрякова, 9к1, Москва, квартира",Ботанический сад
all,19500000,47.1,8.0,414012.7388535032,2.0,11.0,23.0,"ул. Пролетарский проспект, 7, Москва",Кантемировская,15.0,Монолитные,монолит,https://msk.etagi.com/realty/12176683/,"2к, 47.1м², 11/23 этаж, ул. Пролетарский проспект, 7, Москва, квартира",На карте Кантемировская
all,11500000,23.0,5.0,500000.0,0.0,21.0,21.0,"23м², 21/21 этаж, ул. Автомобильный проезд, 4к4, Москва",Калитники,9.0,Монолитно-Каркасные,монолит,https://msk.etagi.com/realty/12091703/,"23м², 21/21 этаж, ул. Автомобильный проезд, 4к4, Москва, квартира",Калитники
all,35500000,43.9,16.0,808656.0364464693,1.0,2.0,29.0,"ул. Береговой проезд, 2к1, Москва",Шелепиха,15.0,Монолитные,монолит,https://msk.etagi.com/realty/12156191/,"1к, 43.9м², 2/29 этаж, ул. Береговой проезд, 2к1, Москва, квартира",На карте Шелепиха
all,32000000,50.0,8.0,640000.0,2.0,11.0,17.0,"ул. Пырьева, 24, Москва",,10.0,Железобетонные,железобетон,https://msk.etagi.com/realty/12156428/,"2к, 50м², 11/17 этаж, ул. Пырьева, 24, Москва, квартира",В
all,15500000,52.3,8.6,296367.1128107075,2.0,7.0,12.0,"ул. Корнейчука, 41а, Москва",Медведково,29.0,Панельные,панель,https://msk.etagi.com/realty/12156524/,"2к, 52.3м², 7/12 этаж, ул. Корнейчука, 41а, Москва, квартира",Медведково
all,75000000,183.5,30.0,408719.3460490463,4.0,3.0,13.0,"ул. Архитектора Власова, 18, Москва",,,Монолитные,монолит,https://msk.etagi.com/realty/12156728/,"4к, 183.5м², 3/13 этаж, ул. Архитектора Власова, 18, Москва, квартира",
all,17950000,53.3,9.1,336772.9831144466,2.0,3.0,16.0,"ул. Красноярская, 1, Москва",Щёлковская,36.0,Панели железобетонные,панель,https://msk.etagi.com/realty/12156847/,"2к, 53.3м², 3/16 этаж, ул. Красноярская, 1, Москва, квартира",Щёлковская
all,14300000,31.0,10.0,461290.32258064515,1.0,3.0,25.0,,Павшино,21.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12157050/,Посмотреть 16 фото,Павшино
all,2990000,56.5,6.0,52920.35398230088,3.0,4.0,5.0,"ул. Шелепихинское шоссе, 11к2, Москва",Шелепиха,3.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12157350/,"3к, 56.5м², 4/5 этаж, ул. Шелепихинское шоссе, 11к2, Москва, квартира",На карте Шелепиха
all,12500000,37.0,9.9,337837.8378378378,1.0,8.0,16.0,"ул. Самаркандский бульвар, 8к2, Москва",Юго-Восточная,8.0,Панельные,панель,https://msk.etagi.com/realty/12157528/,"1к, 37м², 8/16 этаж, ул. Самаркандский бульвар, 8к2, Москва, квартира",Юго-Восточная
all,26300000,55.0,17.0,478181.8181818182,3.0,22.0,47.0,"ул. Новодмитровская, 2к6, Москва",Дмитровская,12.0,Монолитно-Каркасные,монолит,https://msk.etagi.com/realty/10291865/,"3к, 55м², 22/47 этаж, ул. Новодмитровская, 2к6, Москва, апартаменты",Дмитровская
all,5000000,14.2,5.0,352112.67605633807,0.0,2.0,3.0,"14.2м², 2/3 этаж, ул. шоссе Фрезер, 17ас1, Москва",Нижегородская,11.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12149739/,"14.2м², 2/3 этаж, ул. шоссе Фрезер, 17ас1, Москва, апартаменты",На карте Нижегородская
all,7750000,12.5,4.0,620000.0,0.0,1.0,9.0,"12.5м², 1/9 этаж, ул. Миклухо-Маклая, 39к1, Москва",Беляево,5.0,Железобетонные,железобетон,https://msk.etagi.com/realty/12149995/,"12.5м², 1/9 этаж, ул. Миклухо-Маклая, 39к1, Москва, квартира",Беляево
all,43000000,82.0,9.0,524390.243902439,3.0,8.0,9.0,"ул. Васильевская, 4, Москва",Белорусская Маяковская,9.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12150314/,"3к, 82м², 8/9 этаж, ул. Васильевская, 4, Москва, квартира",Белорусская Маяковская
all,33500000,74.4,9.9,450268.817204301,3.0,13.0,16.0,"ул. Большая Марьинская, 11, Москва",,,Железобетонные,железобетон,https://msk.etagi.com/realty/12150349/,"3к, 74.4м², 13/16 этаж, ул. Большая Марьинская, 11, Москва, квартира",
all,18800000,40.9,10.0,459657.70171149145,1.0,9.0,16.0,"ул. Севастопольский проспект, 51, Москва",Нахимовский проспект,21.0,Панельные,панель,https://msk.etagi.com/realty/12144781/,"1к, 40.9м², 9/16 этаж, ул. Севастопольский проспект, 51, Москва, квартира",На карте Нахимовский проспект
all,34100000,37.0,15.0,921621.6216216217,2.0,9.0,21.0,"ул. площадь Курского Вокзала, 1, Москва",Чкаловская,2.0,Монолитные,монолит,https://msk.etagi.com/realty/12145172/,"2к, 37м², 9/21 этаж, ул. площадь Курского Вокзала, 1, Москва, квартира",Чкаловская
all,14300000,34.5,5.3,414492.7536231884,1.0,4.0,26.0,"ул. 1-й Кирпичный переулок, 15а, Москва",Соколиная Гора,14.0,Монолитные,монолит,https://msk.etagi.com/realty/12145598/,"1к, 34.5м², 4/26 этаж, ул. 1-й Кирпичный переулок, 15а, Москва, квартира",Соколиная Гора
all,28970000,47.0,9.4,616382.9787234042,1.0,5.0,8.0,"ул. Дубининская, 59к2, Москва",Добрынинская,23.0,Монолитный железобетонный каркас,монолит,https://msk.etagi.com/realty/12146164/,"1к, 47м², 5/8 этаж, ул. Дубининская, 59к2, Москва, квартира",На карте Добрынинская
all,13700000,30.0,9.0,456666.6666666667,1.0,7.0,24.0,"ул. Донецкая, 34к2, Москва",Курьяново,9.0,Монолитные,монолит,https://msk.etagi.com/realty/12146277/,"1к, 30м², 7/24 этаж, ул. Донецкая, 34к2, Москва, квартира",Курьяново
all,17500000,52.0,9.0,336538.46153846156,2.0,13.0,15.0,"ул. Ленинградское шоссе, 228к6, Москва",Молжаниново,17.0,Панельные,панель,https://msk.etagi.com/realty/12146406/,"2к, 52м², 13/15 этаж, ул. Ленинградское шоссе, 228к6, Москва, квартира",Молжаниново
all,18980000,41.0,9.0,462926.8292682927,2.0,11.0,14.0,"ул. Сколковское шоссе, 40к2, Москва",Немчиновка,32.0,Монолитные,монолит,https://msk.etagi.com/realty/12146457/,"2к, 41м², 11/14 этаж, ул. Сколковское шоссе, 40к2, Москва, квартира",Немчиновка
all,14000000,27.0,6.0,518518.51851851854,0.0,,,"27м², 41 этаж, ул. Строительный проезд, 9с1, Москва",Тушинская,23.0,,,https://msk.etagi.com/realty/12146706/,"27м², 41 этаж, ул. Строительный проезд, 9с1, Москва, квартира",На карте Тушинская
all,20500000,38.1,9.0,538057.7427821523,1.0,8.0,22.0,"ул. Коминтерна, 15, Москва",Бабушкинская,24.0,Монолитные,монолит,https://msk.etagi.com/realty/12146727/,"1к, 38.1м², 8/22 этаж, ул. Коминтерна, 15, Москва, квартира",Бабушкинская
all,17000000,46.6,9.0,364806.8669527897,2.0,2.0,8.0,"ул. Варшавское шоссе, 85к1, Москва",,2.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12146873/,"2к, 46.6м², 2/8 этаж, ул. Варшавское шоссе, 85к1, Москва, квартира",До метро -
all,16900000,56.4,9.0,299645.390070922,2.0,8.0,25.0,"ул. Верхние Поля, 34к1, Москва",Люблино,14.0,Панельные,панель,https://msk.etagi.com/realty/12147041/,"2к, 56.4м², 8/25 этаж, ул. Верхние Поля, 34к1, Москва, квартира",На карте Люблино
all,13500000,39.2,8.6,344387.75510204077,1.0,4.0,12.0,"ул. Рогова, 12к1, Москва",Щукинская,20.0,Железо-бетон,железо-бетон,https://msk.etagi.com/realty/12120229/,"1к, 39.2м², 4/12 этаж, ул. Рогова, 12к1, Москва, квартира",На карте Щукинская
all,16500000,34.5,6.0,478260.8695652174,1.0,11.0,11.0,"ул. Павла Корчагина, 13, Москва",,,Кирпичные,кирпич,https://msk.etagi.com/realty/12137046/,"1к, 34.5м², 11/11 этаж, ул. Павла Корчагина, 13, Москва, квартира",
all,20000000,40.0,10.0,500000.0,1.0,4.0,22.0,"ул. Демьяна Бедного, 22а, Москва",Народное Ополчение,9.0,Монолитно-заливные,монолит,https://msk.etagi.com/realty/12137437/,"1к, 40м², 4/22 этаж, ул. Демьяна Бедного, 22а, Москва, квартира",Народное Ополчение
all,12500000,33.0,8.0,378787.8787878788,1.0,2.0,9.0,"ул. Кухмистерова, 3к1, Москва",Печатники Печатники,14.0,Панельные,панель,https://msk.etagi.com/realty/12137506/,"1к, 33м², 2/9 этаж, ул. Кухмистерова, 3к1, Москва, квартира",На карте Печатники Печатники
all,35500000,71.4,8.1,497198.8795518207,3.0,21.0,23.0,"ул. Мичуринский проспект, 13, Москва",Раменки,12.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/12132046/,"3к, 71.4м², 21/23 этаж, ул. Мичуринский проспект, 13, Москва, квартира",Раменки
all,28000000,75.8,10.0,369393.1398416887,3.0,12.0,17.0,"ул. Маршала Захарова, 12к3, Москва",Орехово,18.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12133569/,"3к, 75.8м², 12/17 этаж, ул. Маршала Захарова, 12к3, Москва, квартира",Орехово
all,25500000,66.0,12.0,386363.63636363635,3.0,15.0,16.0,"ул. Тёплый Стан, 11к1, Москва",Тёплый Стан,15.0,Монолитные,монолит,https://msk.etagi.com/realty/12133794/,"3к, 66м², 15/16 этаж, ул. Тёплый Стан, 11к1, Москва, квартира",Тёплый Стан
all,30000000,64.0,6.0,468750.0,3.0,4.0,6.0,"ул. Маленковская, 7, Москва",,,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/3793613/,"3к, 64м², 4/6 этаж, ул. Маленковская, 7, Москва, квартира",
all,19755000,58.0,12.0,340603.4482758621,2.0,23.0,24.0,"ул. Каширское шоссе, 148к2, Москва",Домодедовская,27.0,Монолитные,монолит,https://msk.etagi.com/realty/12116753/,"2к, 58м², 23/24 этаж, ул. Каширское шоссе, 148к2, Москва, квартира",На карте Домодедовская
all,51000000,95.2,27.7,535714.2857142857,4.0,20.0,54.0,"ул. Озёрная, 1к1/2, Москва",,1.0,Монолитные,монолит,https://msk.etagi.com/realty/12117088/,"4к, 95.2м², 20/54 этаж, ул. Озёрная, 1к1/2, Москва, квартира",-
all,4000000,13.0,3.0,307692.3076923077,1.0,2.0,17.0,"ул. Смольная, 2, Москва",,,Монолитные,монолит,https://msk.etagi.com/realty/12117988/,"1к, 13м², 2/17 этаж, ул. Смольная, 2, Москва, апартаменты",
all,11000000,39.3,8.5,279898.21882951655,1.0,3.0,14.0,"ул. Ярославское шоссе, 144, Москва",,,Сборно-монолитный железобетонный каркас,монолит,https://msk.etagi.com/realty/12118141/,"1к, 39.3м², 3/14 этаж, ул. Ярославское шоссе, 144, Москва, квартира",
all,17500000,60.0,6.0,291666.6666666667,3.0,5.0,9.0,"ул. Новочеркасский бульвар, 15, Москва",Марьино,18.0,Панельные,панель,https://msk.etagi.com/realty/12118225/,"3к, 60м², 5/9 этаж, ул. Новочеркасский бульвар, 15, Москва, квартира",Марьино
all,26000000,56.1,10.1,463458.110516934,2.0,2.0,17.0,"ул. Загородное шоссе, 4к2, Москва",Крымская,9.0,Блочные,блочные,https://msk.etagi.com/realty/12118839/,"2к, 56.1м², 2/17 этаж, ул. Загородное шоссе, 4к2, Москва, квартира",Крымская
all,21500000,63.5,17.0,338582.6771653543,3.0,8.0,18.0,"ул. Берёзовая аллея, 19к6, Москва",Ботанический сад,14.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/12119295/,"3к, 63.5м², 8/18 этаж, ул. Берёзовая аллея, 19к6, Москва, квартира",Ботанический сад
all,21500000,37.5,10.0,573333.3333333334,1.0,22.0,31.0,"ул. Тюменский проезд, 3к1, Москва",Бульвар Рокоссовского,6.0,Монолитные,монолит,https://msk.etagi.com/realty/12119875/,"1к, 37.5м², 22/31 этаж, ул. Тюменский проезд, 3к1, Москва, квартира",На карте Бульвар Рокоссовского
all,23500000,35.7,6.0,658263.3053221288,1.0,3.0,27.0,"ул. Аминьевское шоссе, 4дк2, Москва",Аминьевская,5.0,Монолитные,монолит,https://msk.etagi.com/realty/12120143/,"1к, 35.7м², 3/27 этаж, ул. Аминьевское шоссе, 4дк2, Москва, квартира",На карте Аминьевская
all,14500000,38.3,9.0,378590.07832898176,1.0,15.0,17.0,"ул. Зеленоградская, 21к1, Москва",Грачёвская,12.0,Панельные,панель,https://msk.etagi.com/realty/12120355/,"1к, 38.3м², 15/17 этаж, ул. Зеленоградская, 21к1, Москва, квартира",Грачёвская
all,28900000,58.7,7.0,492333.9011925042,3.0,6.0,10.0,"ул. Ленинский проспект, 3, Москва",Октябрьская,6.0,Панельные,панель,https://msk.etagi.com/realty/12003074/,"3к, 58.7м², 6/10 этаж, ул. Ленинский проспект, 3, Москва, квартира",Октябрьская
all,36300000,84.2,12.4,431116.38954869355,3.0,12.0,20.0,"ул. Мельникова, 3к2, Москва",Волгоградский проспект,11.0,Монолитно-Кирпичный,монолит,https://msk.etagi.com/realty/12077893/,"3к, 84.2м², 12/20 этаж, ул. Мельникова, 3к2, Москва, квартира",На карте Волгоградский проспект
all,25000000,54.2,8.1,461254.6125461254,2.0,5.0,17.0,"ул. Сайкина, 19, Москва",,,Кирпичные,кирпич,https://msk.etagi.com/realty/12086879/,"2к, 54.2м², 5/17 этаж, ул. Сайкина, 19, Москва, квартира",
all,12700000,37.5,7.3,338666.6666666667,1.0,8.0,17.0,"ул. Газопровод, 15, Москва",метров,2.0,Панельные,панель,https://msk.etagi.com/realty/12111300/,"1к, 37.5м², 8/17 этаж, ул. Газопровод, 15, Москва, квартира",метров или буквально
all,14000000,37.2,8.7,376344.08602150535,1.0,4.0,17.0,"ул. Каргопольская, 6, Москва",Отрадное,14.0,Панельные,панель,https://msk.etagi.com/realty/12111360/,"1к, 37.2м², 4/17 этаж, ул. Каргопольская, 6, Москва, квартира",Отрадное
all,36450000,70.0,12.6,520714.28571428574,3.0,18.0,24.0,"ул. Красноказарменная, 14ак6, Москва",Авиамоторная,8.0,Монолитные,монолит,https://msk.etagi.com/realty/12111517/,"3к, 70м², 18/24 этаж, ул. Красноказарменная, 14ак6, Москва, квартира",На карте Авиамоторная
all,24000000,46.7,5.0,513918.62955032114,2.0,9.0,13.0,"ул. Ходынский бульвар, 2, Москва",ЦСКА,6.0,Монолитные,монолит,https://msk.etagi.com/realty/12111555/,"2к, 46.7м², 9/13 этаж, ул. Ходынский бульвар, 2, Москва, апартаменты",На карте ЦСКА
all,15350000,50.0,10.0,307000.0,2.0,6.0,14.0,"ул. Новороссийская, 18/37, Москва",метров или,2.0,Блочные,блочные,https://msk.etagi.com/realty/12111588/,"2к, 50м², 6/14 этаж, ул. Новороссийская, 18/37, Москва, квартира",метров или
all,15300000,42.2,10.0,362559.2417061611,1.0,6.0,15.0,"ул. Дмитровское шоссе, 169к9, Москва",Долгопрудная Новодачная,17.0,Монолитные,монолит,https://msk.etagi.com/realty/12112248/,"1к, 42.2м², 6/15 этаж, ул. Дмитровское шоссе, 169к9, Москва, квартира",На карте Долгопрудная Новодачная
all,120000000,177.1,17.0,677583.2862789385,5.0,,,"ул. Милютинский переулок, 20/2с1, Москва",Тургеневская,5.0,,,https://msk.etagi.com/realty/12112395/,"5к, 177.1м², 6 этаж, ул. Милютинский переулок, 20/2с1, Москва, квартира",Тургеневская
all,10500000,18.0,6.0,583333.3333333334,0.0,10.0,30.0,"18м², 10/30 этаж, ул. Ильменский проезд, 12, Москва",Селигерская,12.0,Монолитные,монолит,https://msk.etagi.com/realty/12101883/,"18м², 10/30 этаж, ул. Ильменский проезд, 12, Москва, квартира",Селигерская
all,20000000,32.0,15.1,625000.0,1.0,8.0,30.0,"ул. Борисовские Пруды, Москва",Борисово,6.0,Монолитные,монолит,https://msk.etagi.com/realty/12040170/,"1к, 32м², 8/30 этаж, ул. Борисовские Пруды, Москва, квартира",Борисово
all,24500000,51.9,8.1,472061.6570327553,2.0,5.0,14.0,"ул. Кастанаевская, 57к3, Москва",Пионерская Кунцевская,11.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12094937/,"2к, 51.9м², 5/14 этаж, ул. Кастанаевская, 57к3, Москва, квартира",На карте Пионерская Кунцевская
all,13500000,24.0,12.0,562500.0,0.0,1.0,14.0,"24м², 1/14 этаж, ул. Складочная, 8к2, Москва",Бутырская,17.0,Монолитные,монолит,https://msk.etagi.com/realty/12095119/,"24м², 1/14 этаж, ул. Складочная, 8к2, Москва, квартира",Бутырская
all,16000000,39.1,8.9,409207.16112531966,1.0,1.0,12.0,"ул. Академика Бочвара, 3к2, Москва",Щукинская,3.0,Панельные,панель,https://msk.etagi.com/realty/12095477/,"1к, 39.1м², 1/12 этаж, ул. Академика Бочвара, 3к2, Москва, квартира",Щукинская
all,20000000,51.0,11.0,392156.862745098,2.0,3.0,16.0,"ул. Нагорная, 15к8, Москва",Нагорная,8.0,Монолитные,монолит,https://msk.etagi.com/realty/12095570/,"2к, 51м², 3/16 этаж, ул. Нагорная, 15к8, Москва, квартира",На карте Нагорная
all,16950000,35.3,5.0,480169.97167138814,1.0,2.0,5.0,"ул. 1-й Нижнелихоборский проезд, 1, Москва",Окружная,8.0,Кирпичные,кирпич,https://msk.etagi.com/realty/12095812/,"1к, 35.3м², 2/5 этаж, ул. 1-й Нижнелихоборский проезд, 1, Москва, квартира",Окружная
all,38000000,43.4,17.1,875576.0368663595,1.0,,,"ул. Нижние Мнёвники, 16к5, Москва",школа -,3.0,,,https://msk.etagi.com/realty/12095931/,"1к, 43.4м², 16 этаж, ул. Нижние Мнёвники, 16к5, Москва, квартира",школа -
all,49500000,62.0,18.0,798387.0967741936,2.0,6.0,29.0,"ул. Вильгельма Пика, 1к1, Москва",Ботанический сад,17.0,Монолитные,монолит,https://msk.etagi.com/realty/12095968/,"2к, 62м², 6/29 этаж, ул. Вильгельма Пика, 1к1, Москва, квартира",На карте Ботанический сад
all,16590000,30.8,6.0,538636.3636363636,1.0,3.0,5.0,"ул. Янтарный проезд, 29, Москва",Бабушкинская,24.0,Кирпич полнотельный,кирпич,https://msk.etagi.com/realty/12096120/,"1к, 30.8м², 3/5 этаж, ул. Янтарный проезд, 29, Москва, квартира",Бабушкинская
all,12300000,35.8,9.0,343575.41899441346,1.0,3.0,12.0,"ул. 11-я Парковая, 48к2, Москва",Щёлковская,9.0,Блочные,блочные,https://msk.etagi.com/realty/12096826/,"1к, 35.8м², 3/12 этаж, ул. 11-я Парковая, 48к2, Москва, квартира",Щёлковская
all,33000000,66.0,20.0,500000.0,2.0,7.0,24.0,"ул. Лобачевского, 118к1, Москва",Аминьевская,8.0,Монолитный железобетонный каркас,монолит,https://msk.etagi.com/realty/12097682/,"2к, 66м², 7/24 этаж, ул. Лобачевского, 118к1, Москва, квартира",На карте Аминьевская
all,32800000,41.0,13.5,800000.0,1.0,7.0,50.0,"ул. Шмитовский проезд, 39к4, Москва",Шелепиха,5.0,Монолитные,монолит,https://msk.etagi.com/realty/12087837/,"1к, 41м², 7/50 этаж, ул. Шмитовский проезд, 39к4, Москва, квартира",На карте Шелепиха
all,18500000,42.3,8.5,437352.2458628842,1.0,9.0,16.0,"ул. Намёткина, 13к2, Москва",Новые Черёмушки,12.0,Панельные,панель,https://msk.etagi.com/realty/12088220/,"1к, 42.3м², 9/16 этаж, ул. Намёткина, 13к2, Москва, квартира",На карте Новые Черёмушки
